,user_id,cluster
256,256,21
257,257,16
258,258,20
259,259,20
260,260,20
261,261,19
262,262,18
263,263,16
264,264,29
265,265,16
266,266,20
267,267,27
268,268,2
269,269,16
270,270,12
271,271,7
272,272,27
273,273,16
274,274,19
275,275,5
276,276,23
277,277,28
278,278,26
279,279,24
280,280,23
281,281,16
282,282,7
283,283,28
284,284,28
285,285,17
286,286,23
287,287,2
288,288,19
289,289,6
290,290,2
291,291,2
292,292,10
293,293,30
294,294,16
295,295,17
296,296,28
297,297,1
298,298,31
299,299,20
300,300,16
301,301,6
302,302,3
303,303,26
304,304,2
305,305,9
306,306,20
307,307,7
308,308,15
309,309,8
310,310,8
311,311,17
312,312,3
313,313,6
314,314,19
315,315,9
316,316,19
317,317,29
318,318,23
319,319,7
320,320,12
321,321,13
322,322,27
323,323,31
324,324,17
325,325,8
326,326,6
327,327,8
328,328,17
329,329,16
330,330,20
331,331,3
332,332,3
333,333,1
334,334,26
335,335,11
336,336,6
337,337,11
338,338,8
339,339,15
340,340,1
341,341,31
342,342,19
343,343,2
344,344,0
345,345,27
346,346,19
347,347,12
348,348,2
349,349,28
350,350,20
351,351,29
352,352,21
353,353,11
354,354,20
355,355,19
356,356,31
357,357,17
358,358,26
359,359,18
360,360,11
361,361,31
362,362,13
363,363,11
364,364,2
365,365,28
366,366,1
367,367,27
368,368,12
369,369,1
370,370,19
371,371,3
372,372,19
373,373,23
374,374,15
375,375,28
376,376,19
377,377,16
378,378,28
379,379,19
380,380,2
381,381,1
382,382,1
383,383,17
384,384,2
385,385,8
386,386,15
387,387,15
388,388,20
389,389,31
390,390,10
391,391,27
392,392,16
393,393,8
394,394,1
395,395,6
396,396,28
397,397,12
398,398,16
399,399,1
400,400,22
401,401,20
402,402,7
403,403,29
404,404,11
405,405,16
406,406,20
407,407,26
408,408,12
409,409,1
410,410,16
411,411,17
412,412,19
413,413,20
414,414,8
415,415,6
416,416,28
417,417,30
418,418,31
419,419,29
420,420,25
421,421,16
422,422,0
423,423,9
424,424,12
425,425,24
426,426,7
427,427,11
428,428,12
429,429,26
430,430,11
431,431,11
432,432,8
433,433,29
434,434,27
435,435,16
436,436,8
437,437,12
438,438,22
439,439,21
440,440,27
441,441,7
442,442,29
443,443,8
444,444,9
445,445,6
446,446,8
447,447,16
448,448,9
449,449,22
450,450,2
451,451,8
452,452,12
453,453,17
454,454,19
455,455,18
456,456,26
457,457,26
458,458,13
459,459,20
460,460,14
461,461,8
462,462,0
463,463,20
464,464,23
465,465,11
466,466,12
467,467,25
468,468,13
469,469,11
470,470,6
471,471,31
472,472,19
473,473,20
474,474,26
475,475,16
476,476,12
477,477,20
478,478,25
479,479,16
480,480,27
481,481,11
482,482,1
483,483,1
484,484,27
485,485,19
486,486,11
487,487,23
488,488,26
489,489,16
490,490,27
491,491,1
492,492,25
493,493,8
494,494,26
495,495,13
496,496,26
497,497,0
498,498,24
499,499,18
500,500,10
501,501,26
502,502,24
503,503,19
504,504,12
505,505,11
506,506,12
507,507,1
508,508,19
509,509,2
510,510,29
511,511,8
512,512,26
513,513,6
514,514,29
515,515,26
516,516,19
517,517,0
518,518,18
519,519,6
520,520,16
521,521,1
522,522,16
523,523,2
524,524,4
525,525,8
526,526,9
527,527,31
528,528,31
529,529,27
530,530,31
531,531,9
532,532,8
533,533,17
534,534,3
535,535,0
536,536,27
537,537,1
538,538,12
539,539,24
540,540,29
541,541,3
542,542,27
543,543,21
544,544,1
545,545,26
546,546,16
547,547,26
548,548,7
549,549,16
550,550,3
551,551,11
552,552,26
553,553,9
554,554,31
555,555,11
556,556,11
557,557,29
558,558,16
559,559,19
560,560,26
561,561,16
562,562,12
563,563,1
564,564,1
565,565,3
566,566,20
567,567,24
568,568,31
569,569,2
570,570,26
571,571,19
572,572,22
573,573,12
574,574,13
575,575,20
576,576,6
577,577,1
578,578,1
579,579,12
580,580,23
581,581,8
582,582,1
583,583,20
584,584,18
585,585,12
586,586,27
587,587,12
588,588,22
589,589,1
590,590,26
591,591,23
592,592,21
593,593,31
594,594,16
595,595,27
596,596,20
597,597,9
598,598,2
599,599,10
600,600,23
601,601,17
602,602,15
603,603,1
604,604,28
605,605,1
606,606,23
607,607,23
608,608,26
609,609,16
610,610,8
611,611,26
612,612,27
613,613,19
614,614,23
615,615,0
616,616,6
617,617,15
618,618,2
619,619,9
620,620,0
621,621,20
622,622,23
623,623,21
624,624,23
625,625,23
626,626,25
627,627,31
628,628,12
629,629,29
630,630,16
631,631,8
632,632,0
633,633,30
634,634,3
635,635,27
636,636,16
637,637,2
638,638,3
639,639,10
640,640,8
641,641,1
642,642,6
643,643,6
644,644,21
645,645,24
646,646,1
647,647,1
648,648,19
649,649,18
650,650,25
651,651,23
652,652,16
653,653,31
654,654,1
655,655,3
656,656,11
657,657,18
658,658,1
659,659,1
660,660,26
661,661,0
662,662,8
663,663,26
664,664,18
665,665,11
666,666,11
667,667,19
668,668,16
669,669,16
670,670,12
671,671,18
672,672,23
673,673,31
674,674,1
675,675,16
676,676,24
677,677,28
678,678,3
679,679,10
680,680,16
681,681,31
682,682,14
683,683,8
684,684,26
685,685,23
686,686,26
687,687,9
688,688,6
689,689,27
690,690,20
691,691,11
692,692,3
693,693,20
694,694,0
695,695,9
696,696,7
697,697,31
698,698,17
699,699,6
700,700,7
701,701,16
702,702,27
703,703,23
704,704,11
705,705,8
706,706,16
707,707,27
708,708,7
709,709,16
710,710,26
711,711,17
712,712,27
713,713,15
714,714,16
715,715,31
716,716,23
717,717,18
718,718,16
719,719,6
720,720,9
721,721,1
722,722,6
723,723,16
724,724,22
725,725,17
726,726,1
727,727,24
728,728,26
729,729,11
730,730,19
731,731,27
732,732,8
733,733,16
734,734,24
735,735,21
736,736,17
737,737,4
738,738,1
739,739,23
740,740,8
741,741,16
742,742,1
743,743,19
744,744,17
745,745,19
746,746,23
747,747,8
748,748,8
749,749,17
750,750,17
751,751,6
752,752,6
753,753,8
754,754,10
755,755,20
756,756,1
757,757,1
758,758,19
759,759,5
760,760,2
761,761,31
762,762,1
763,763,17
764,764,31
765,765,21
766,766,31
767,767,31
768,768,8
769,769,27
770,770,8
771,771,12
772,772,10
773,773,6
774,774,31
775,775,16
776,776,16
777,777,25
778,778,1
779,779,23
780,780,16
781,781,10
782,782,22
783,783,10
784,784,8
785,785,13
786,786,27
787,787,26
788,788,19
789,789,29
790,790,28
791,791,16
792,792,29
793,793,19
794,794,15
795,795,31
796,796,23
797,797,11
798,798,13
799,799,2
800,800,6
801,801,31
802,802,9
803,803,0
804,804,17
805,805,27
806,806,8
807,807,11
808,808,6
809,809,10
810,810,13
811,811,23
812,812,17
813,813,28
814,814,12
815,815,23
816,816,29
817,817,23
818,818,17
819,819,13
820,820,0
821,821,25
822,822,1
823,823,12
824,824,17
825,825,25
826,826,20
827,827,1
828,828,20
829,829,2
830,830,8
831,831,8
832,832,21
833,833,23
834,834,1
835,835,20
836,836,1
837,837,19
838,838,28
839,839,27
840,840,19
841,841,29
842,842,7
843,843,19
844,844,26
845,845,17
846,846,12
847,847,16
848,848,1
849,849,19
850,850,25
851,851,29
852,852,11
853,853,19
854,854,21
855,855,8
856,856,16
857,857,24
858,858,20
859,859,19
860,860,31
861,861,23
862,862,17
863,863,10
864,864,7
865,865,21
866,866,19
867,867,31
868,868,6
869,869,1
870,870,16
871,871,1
872,872,22
873,873,1
874,874,6
875,875,1
876,876,8
877,877,19
878,878,9
879,879,18
880,880,1
881,881,23
882,882,17
883,883,9
884,884,2
885,885,26
886,886,31
887,887,9
888,888,22
889,889,27
890,890,25
891,891,1
892,892,10
893,893,1
894,894,19
895,895,29
896,896,16
897,897,27
898,898,23
899,899,1
900,900,29
901,901,23
902,902,10
903,903,19
904,904,31
905,905,24
906,906,2
907,907,29
908,908,1
909,909,18
910,910,26
911,911,0
912,912,17
913,913,23
914,914,19
915,915,28
916,916,1
917,917,16
918,918,28
919,919,8
920,920,19
921,921,12
922,922,20
923,923,8
924,924,10
925,925,2
926,926,29
927,927,15
928,928,12
929,929,29
930,930,26
931,931,0
932,932,11
933,933,20
934,934,9
935,935,28
936,936,27
937,937,6
938,938,27
939,939,18
940,940,26
941,941,8
942,942,9
943,943,20
944,944,7
945,945,17
946,946,26
947,947,28
948,948,24
949,949,9
950,950,7
951,951,30
952,952,12
953,953,11
954,954,13
955,955,8
956,956,12
957,957,12
958,958,30
959,959,23
960,960,28
961,961,24
962,962,1
963,963,12
964,964,19
965,965,6
966,966,22
967,967,1
968,968,2
969,969,8
970,970,26
971,971,27
972,972,15
973,973,16
974,974,14
975,975,8
976,976,8
977,977,7
978,978,30
979,979,11
980,980,24
981,981,9
982,982,29
983,983,3
984,984,6
985,985,23
986,986,11
987,987,4
988,988,20
989,989,28
990,990,21
991,991,6
992,992,12
993,993,19
994,994,12
995,995,15
996,996,18
997,997,27
998,998,24
999,999,16
1000,1000,26
1001,1001,19
1002,1002,26
1003,1003,0
1004,1004,24
1005,1005,8
1006,1006,27
1007,1007,29
1008,1008,20
1009,1009,16
1010,1010,30
1011,1011,7
1012,1012,26
1013,1013,27
1014,1014,3
1015,1015,29
1016,1016,16
1017,1017,8
1018,1018,8
1019,1019,26
1020,1020,18
1021,1021,7
1022,1022,6
1023,1023,22
1024,1024,8
1025,1025,24
1026,1026,4
1027,1027,0
1028,1028,1
1029,1029,15
1030,1030,28
1031,1031,21
1032,1032,19
1033,1033,27
1034,1034,29
1035,1035,29
1036,1036,23
1037,1037,23
1038,1038,17
1039,1039,12
1040,1040,2
1041,1041,24
1042,1042,19
1043,1043,6
1044,1044,27
1045,1045,31
1046,1046,1
1047,1047,3
1048,1048,12
1049,1049,20
1050,1050,19
1051,1051,11
1052,1052,12
1053,1053,12
1054,1054,9
1055,1055,29
1056,1056,3
1057,1057,11
1058,1058,1
1059,1059,12
1060,1060,29
1061,1061,8
1062,1062,19
1063,1063,16
1064,1064,10
1065,1065,18
1066,1066,31
1067,1067,1
1068,1068,7
1069,1069,29
1070,1070,20
1071,1071,16
1072,1072,12
1073,1073,17
1074,1074,9
1075,1075,29
1076,1076,25
1077,1077,0
1078,1078,27
1079,1079,8
1080,1080,24
1081,1081,1
1082,1082,12
1083,1083,13
1084,1084,23
1085,1085,16
1086,1086,1
1087,1087,11
1088,1088,17
1089,1089,31
1090,1090,31
1091,1091,25
1092,1092,6
1093,1093,29
1094,1094,26
1095,1095,8
1096,1096,8
1097,1097,12
1098,1098,27
1099,1099,26
1100,1100,1
1101,1101,5
1102,1102,2
1103,1103,27
1104,1104,18
1105,1105,9
1106,1106,13
1107,1107,12
1108,1108,28
1109,1109,15
1110,1110,13
1111,1111,3
1112,1112,23
1113,1113,25
1114,1114,10
1115,1115,18
1116,1116,1
1117,1117,29
1118,1118,31
1119,1119,27
1120,1120,17
1121,1121,20
1122,1122,23
1123,1123,8
1124,1124,6
1125,1125,23
1126,1126,27
1127,1127,24
1128,1128,31
1129,1129,16
1130,1130,27
1131,1131,15
1132,1132,26
1133,1133,21
1134,1134,4
1135,1135,19
1136,1136,27
1137,1137,25
1138,1138,26
1139,1139,25
1140,1140,16
1141,1141,25
1142,1142,26
1143,1143,17
1144,1144,8
1145,1145,7
1146,1146,12
1147,1147,12
1148,1148,11
1149,1149,16
1150,1150,7
1151,1151,0
1152,1152,19
1153,1153,1
1154,1154,6
1155,1155,8
1156,1156,19
1157,1157,10
1158,1158,27
1159,1159,6
1160,1160,24
1161,1161,22
1162,1162,2
1163,1163,17
1164,1164,2
1165,1165,15
1166,1166,12
1167,1167,27
1168,1168,16
1169,1169,31
1170,1170,12
1171,1171,10
1172,1172,1
1173,1173,13
1174,1174,6
1175,1175,7
1176,1176,1
1177,1177,11
1178,1178,26
1179,1179,19
1180,1180,8
1181,1181,7
1182,1182,28
1183,1183,12
1184,1184,16
1185,1185,10
1186,1186,10
1187,1187,1
1188,1188,0
1189,1189,16
1190,1190,16
1191,1191,2
1192,1192,0
1193,1193,27
1194,1194,16
1195,1195,19
1196,1196,20
1197,1197,16
1198,1198,28
1199,1199,7
1200,1200,28
1201,1201,6
1202,1202,17
1203,1203,18
1204,1204,11
1205,1205,27
1206,1206,28
1207,1207,16
1208,1208,16
1209,1209,29
1210,1210,8
1211,1211,16
1212,1212,26
1213,1213,12
1214,1214,28
1215,1215,17
1216,1216,0
1217,1217,23
1218,1218,29
1219,1219,17
1220,1220,17
1221,1221,13
1222,1222,29
1223,1223,1
1224,1224,13
1225,1225,27
1226,1226,14
1227,1227,18
1228,1228,26
1229,1229,4
1230,1230,27
1231,1231,26
1232,1232,27
1233,1233,13
1234,1234,15
1235,1235,26
1236,1236,1
1237,1237,17
1238,1238,8
1239,1239,25
1240,1240,28
1241,1241,6
1242,1242,28
1243,1243,11
1244,1244,21
1245,1245,29
1246,1246,5
1247,1247,9
1248,1248,16
1249,1249,8
1250,1250,23
1251,1251,13
1252,1252,12
1253,1253,1
1254,1254,26
1255,1255,19
1256,1256,17
1257,1257,10
1258,1258,13
1259,1259,1
1260,1260,1
1261,1261,8
1262,1262,25
1263,1263,2
1264,1264,19
1265,1265,1
1266,1266,9
1267,1267,29
1268,1268,23
1269,1269,18
1270,1270,2
1271,1271,19
1272,1272,9
1273,1273,4
1274,1274,21
1275,1275,11
1276,1276,18
1277,1277,16
1278,1278,4
1279,1279,6
1280,1280,21
1281,1281,16
1282,1282,8
1283,1283,25
1284,1284,16
1285,1285,26
1286,1286,10
1287,1287,30
1288,1288,20
1289,1289,19
1290,1290,27
1291,1291,26
1292,1292,26
1293,1293,3
1294,1294,19
1295,1295,12
1296,1296,16
1297,1297,17
1298,1298,29
1299,1299,29
1300,1300,7
1301,1301,16
1302,1302,6
1303,1303,1
1304,1304,27
1305,1305,2
1306,1306,6
1307,1307,16
1308,1308,7
1309,1309,7
1310,1310,24
1311,1311,27
1312,1312,2
1313,1313,23
1314,1314,1
1315,1315,1
1316,1316,14
1317,1317,23
1318,1318,0
1319,1319,23
1320,1320,6
1321,1321,31
1322,1322,26
1323,1323,16
1324,1324,19
1325,1325,2
1326,1326,9
1327,1327,6
1328,1328,11
1329,1329,28
1330,1330,1
1331,1331,19
1332,1332,8
1333,1333,18
1334,1334,11
1335,1335,17
1336,1336,27
1337,1337,16
1338,1338,6
1339,1339,16
1340,1340,8
1341,1341,8
1342,1342,11
1343,1343,27
1344,1344,31
1345,1345,10
1346,1346,24
1347,1347,29
1348,1348,29
1349,1349,25
1350,1350,17
1351,1351,17
1352,1352,12
1353,1353,28
1354,1354,17
1355,1355,1
1356,1356,17
1357,1357,8
1358,1358,28
1359,1359,28
1360,1360,15
1361,1361,8
1362,1362,6
1363,1363,17
1364,1364,31
1365,1365,25
1366,1366,27
1367,1367,19
1368,1368,29
1369,1369,29
1370,1370,16
1371,1371,1
1372,1372,12
1373,1373,16
1374,1374,20
1375,1375,18
1376,1376,21
1377,1377,23
1378,1378,26
1379,1379,19
1380,1380,21
1381,1381,17
1382,1382,27
1383,1383,7
1384,1384,23
1385,1385,20
1386,1386,19
1387,1387,29
1388,1388,31
1389,1389,17
1390,1390,21
1391,1391,8
1392,1392,1
1393,1393,11
1394,1394,21
1395,1395,19
1396,1396,17
1397,1397,17
1398,1398,29
1399,1399,1
1400,1400,10
1401,1401,28
1402,1402,1
1403,1403,8
1404,1404,23
1405,1405,30
1406,1406,31
1407,1407,1
1408,1408,26
1409,1409,19
1410,1410,23
1411,1411,1
1412,1412,2
1413,1413,1
1414,1414,8
1415,1415,8
1416,1416,2
1417,1417,20
1418,1418,7
1419,1419,31
1420,1420,19
1421,1421,3
1422,1422,24
1423,1423,1
1424,1424,9
1425,1425,29
1426,1426,1
1427,1427,26
1428,1428,7
1429,1429,27
1430,1430,27
1431,1431,1
1432,1432,8
1433,1433,18
1434,1434,1
1435,1435,1
1436,1436,5
1437,1437,1
1438,1438,16
1439,1439,12
1440,1440,17
1441,1441,1
1442,1442,17
1443,1443,17
1444,1444,7
1445,1445,28
1446,1446,11
1447,1447,1
1448,1448,7
1449,1449,26
1450,1450,10
1451,1451,16
1452,1452,1
1453,1453,26
1454,1454,26
1455,1455,26
1456,1456,19
1457,1457,12
1458,1458,29
1459,1459,20
1460,1460,1
1461,1461,27
1462,1462,26
1463,1463,11
1464,1464,8
1465,1465,14
1466,1466,19
1467,1467,27
1468,1468,11
1469,1469,19
1470,1470,28
1471,1471,27
1472,1472,3
1473,1473,20
1474,1474,26
1475,1475,26
1476,1476,19
1477,1477,26
1478,1478,27
1479,1479,30
1480,1480,16
1481,1481,26
1482,1482,4
1483,1483,27
1484,1484,1
1485,1485,20
1486,1486,17
1487,1487,23
1488,1488,16
1489,1489,16
1490,1490,16
1491,1491,11
1492,1492,15
1493,1493,2
1494,1494,20
1495,1495,15
1496,1496,31
1497,1497,12
1498,1498,12
1499,1499,29
1500,1500,29
1501,1501,27
1502,1502,12
1503,1503,0
1504,1504,10
1505,1505,12
1506,1506,1
1507,1507,8
1508,1508,6
1509,1509,12
1510,1510,15
1511,1511,12
1512,1512,21
1513,1513,25
1514,1514,26
1515,1515,27
1516,1516,29
1517,1517,27
1518,1518,21
1519,1519,11
1520,1520,19
1521,1521,20
1522,1522,11
1523,1523,22
1524,1524,8
1525,1525,1
1526,1526,16
1527,1527,6
1528,1528,19
1529,1529,31
1530,1530,1
1531,1531,27
1532,1532,21
1533,1533,1
1534,1534,23
1535,1535,9
1536,1536,8
1537,1537,19
1538,1538,29
1539,1539,5
1540,1540,10
1541,1541,19
1542,1542,28
1543,1543,12
1544,1544,6
1545,1545,20
1546,1546,27
1547,1547,30
1548,1548,7
1549,1549,6
1550,1550,17
1551,1551,28
1552,1552,1
1553,1553,2
1554,1554,12
1555,1555,23
1556,1556,2
1557,1557,4
1558,1558,2
1559,1559,29
1560,1560,9
1561,1561,29
1562,1562,16
1563,1563,17
1564,1564,19
1565,1565,8
1566,1566,17
1567,1567,6
1568,1568,6
1569,1569,19
1570,1570,21
1571,1571,23
1572,1572,27
1573,1573,6
1574,1574,7
1575,1575,1
1576,1576,24
1577,1577,7
1578,1578,20
1579,1579,11
1580,1580,2
1581,1581,16
1582,1582,18
1583,1583,20
1584,1584,2
1585,1585,28
1586,1586,17
1587,1587,27
1588,1588,8
1589,1589,21
1590,1590,8
1591,1591,15
1592,1592,17
1593,1593,28
1594,1594,18
1595,1595,23
1596,1596,11
1597,1597,31
1598,1598,9
1599,1599,24
1600,1600,25
1601,1601,0
1602,1602,12
1603,1603,23
1604,1604,12
1605,1605,7
1606,1606,15
1607,1607,29
1608,1608,16
1609,1609,0
1610,1610,10
1611,1611,19
1612,1612,23
1613,1613,0
1614,1614,8
1615,1615,26
1616,1616,6
1617,1617,28
1618,1618,0
1619,1619,8
1620,1620,19
1621,1621,25
1622,1622,31
1623,1623,15
1624,1624,8
1625,1625,8
1626,1626,20
1627,1627,4
1628,1628,21
1629,1629,13
1630,1630,1
1631,1631,8
1632,1632,1
1633,1633,27
1634,1634,16
1635,1635,16
1636,1636,29
1637,1637,9
1638,1638,19
1639,1639,6
1640,1640,12
1641,1641,25
1642,1642,30
1643,1643,10
1644,1644,6
1645,1645,28
1646,1646,8
1647,1647,1
1648,1648,10
1649,1649,21
1650,1650,15
1651,1651,29
1652,1652,1
1653,1653,26
1654,1654,16
1655,1655,26
1656,1656,31
1657,1657,11
1658,1658,11
1659,1659,17
1660,1660,16
1661,1661,19
1662,1662,8
1663,1663,11
1664,1664,6
1665,1665,16
1666,1666,6
1667,1667,2
1668,1668,21
1669,1669,27
1670,1670,2
1671,1671,12
1672,1672,19
1673,1673,12
1674,1674,20
1675,1675,12
1676,1676,16
1677,1677,23
1678,1678,25
1679,1679,7
1680,1680,20
1681,1681,15
1682,1682,12
1683,1683,16
1684,1684,31
1685,1685,17
1686,1686,23
1687,1687,8
1688,1688,15
1689,1689,20
1690,1690,12
1691,1691,1
1692,1692,17
1693,1693,16
1694,1694,13
1695,1695,27
1696,1696,7
1697,1697,8
1698,1698,12
1699,1699,18
1700,1700,19
1701,1701,16
1702,1702,7
1703,1703,1
1704,1704,26
1705,1705,17
1706,1706,28
1707,1707,20
1708,1708,6
1709,1709,29
1710,1710,1
1711,1711,8
1712,1712,16
1713,1713,2
1714,1714,27
1715,1715,5
1716,1716,6
1717,1717,31
1718,1718,9
1719,1719,10
1720,1720,6
1721,1721,10
1722,1722,10
1723,1723,6
1724,1724,27
1725,1725,8
1726,1726,8
1727,1727,26
1728,1728,16
1729,1729,12
1730,1730,30
1731,1731,8
1732,1732,16
1733,1733,8
1734,1734,18
1735,1735,2
1736,1736,2
1737,1737,17
1738,1738,8
1739,1739,23
1740,1740,27
1741,1741,25
1742,1742,6
1743,1743,12
1744,1744,6
1745,1745,6
1746,1746,0
1747,1747,6
1748,1748,1
1749,1749,31
1750,1750,8
1751,1751,4
1752,1752,15
1753,1753,17
1754,1754,23
1755,1755,22
1756,1756,24
1757,1757,24
1758,1758,7
1759,1759,27
1760,1760,26
1761,1761,19
1762,1762,11
1763,1763,24
1764,1764,19
1765,1765,10
1766,1766,24
1767,1767,9
1768,1768,26
1769,1769,12
1770,1770,8
1771,1771,7
1772,1772,2
1773,1773,28
1774,1774,12
1775,1775,8
1776,1776,1
1777,1777,26
1778,1778,17
1779,1779,12
1780,1780,30
1781,1781,7
1782,1782,1
1783,1783,27
1784,1784,30
1785,1785,12
1786,1786,3
1787,1787,8
1788,1788,8
1789,1789,1
1790,1790,7
1791,1791,8
1792,1792,6
1793,1793,23
1794,1794,1
1795,1795,23
1796,1796,2
1797,1797,31
1798,1798,20
1799,1799,24
1800,1800,29
1801,1801,20
1802,1802,0
1803,1803,1
1804,1804,27
1805,1805,28
1806,1806,1
1807,1807,17
1808,1808,1
1809,1809,1
1810,1810,8
1811,1811,17
1812,1812,11
1813,1813,10
1814,1814,31
1815,1815,11
1816,1816,16
1817,1817,7
1818,1818,10
1819,1819,27
1820,1820,1
1821,1821,18
1822,1822,6
1823,1823,26
1824,1824,24
1825,1825,27
1826,1826,3
1827,1827,23
1828,1828,0
1829,1829,27
1830,1830,20
1831,1831,16
1832,1832,17
1833,1833,12
1834,1834,1
1835,1835,17
1836,1836,1
1837,1837,20
1838,1838,16
1839,1839,26
1840,1840,19
1841,1841,18
1842,1842,12
1843,1843,27
1844,1844,28
1845,1845,12
1846,1846,19
1847,1847,26
1848,1848,22
1849,1849,19
1850,1850,19
1851,1851,25
1852,1852,24
1853,1853,6
1854,1854,16
1855,1855,12
1856,1856,27
1857,1857,8
1858,1858,26
1859,1859,19
1860,1860,27
1861,1861,4
1862,1862,19
1863,1863,8
1864,1864,8
1865,1865,13
1866,1866,17
1867,1867,1
1868,1868,12
1869,1869,31
1870,1870,10
1871,1871,11
1872,1872,27
1873,1873,31
1874,1874,8
1875,1875,8
1876,1876,25
1877,1877,13
1878,1878,28
1879,1879,26
1880,1880,9
1881,1881,16
1882,1882,1
1883,1883,20
1884,1884,23
1885,1885,3
1886,1886,16
1887,1887,20
1888,1888,9
1889,1889,16
1890,1890,17
1891,1891,12
1892,1892,12
1893,1893,3
1894,1894,16
1895,1895,5
1896,1896,24
1897,1897,4
1898,1898,27
1899,1899,19
1900,1900,26
1901,1901,17
1902,1902,0
1903,1903,1
1904,1904,25
1905,1905,17
1906,1906,11
1907,1907,23
1908,1908,17
1909,1909,1
1910,1910,31
1911,1911,12
1912,1912,19
1913,1913,2
1914,1914,12
1915,1915,1
1916,1916,28
1917,1917,26
1918,1918,21
1919,1919,15
1920,1920,31
1921,1921,22
1922,1922,8
1923,1923,0
1924,1924,1
1925,1925,1
1926,1926,19
1927,1927,29
1928,1928,19
1929,1929,2
1930,1930,6
1931,1931,29
1932,1932,31
1933,1933,29
1934,1934,25
1935,1935,3
1936,1936,26
1937,1937,27
1938,1938,27
1939,1939,18
1940,1940,28
1941,1941,23
1942,1942,3
1943,1943,1
1944,1944,27
1945,1945,7
1946,1946,7
1947,1947,29
1948,1948,2
1949,1949,31
1950,1950,1
1951,1951,3
1952,1952,29
1953,1953,7
1954,1954,17
1955,1955,16
1956,1956,16
1957,1957,26
1958,1958,16
1959,1959,16
1960,1960,14
1961,1961,9
1962,1962,23
1963,1963,19
1964,1964,9
1965,1965,0
1966,1966,1
1967,1967,11
1968,1968,13
1969,1969,9
1970,1970,8
1971,1971,31
1972,1972,16
1973,1973,27
1974,1974,19
1975,1975,6
1976,1976,11
1977,1977,7
1978,1978,1
1979,1979,27
1980,1980,7
1981,1981,12
1982,1982,13
1983,1983,12
1984,1984,26
1985,1985,8
1986,1986,16
1987,1987,0
1988,1988,31
1989,1989,1
1990,1990,27
1991,1991,6
1992,1992,8
1993,1993,1
1994,1994,4
1995,1995,23
1996,1996,26
